job_id,submit_t,job_type,gpus_request,duration_s_intended,pending_ratio,queue_depth_norm,fragmentation_score,congestion_score,total_pending,pending_gpus,running_gpus,gpu_nodes_alloc,gpu_nodes_total,util_gpu_mean,util_gpu_std,util_gpu_max,util_mem_mean,temp_c_mean,temp_c_max,power_w_mean,power_w_max,mem_used_mb_mean,util_mem_std,util_mem_max,mem_used_mb_max,power_efficiency,mem_pressure,start_t,wait_seconds,wait_threshold_p90,label_long_wait,submit_epoch_ms
0,116.0,medium,2,163.0,0.5,0.0,0.0,0.2,0,0,0,0,10,41.93016489504185,0.0,27.44551232844205,21.91760604750928,40.102544445938506,54.86559073996569,63.673901810660496,155.778929120199,6944.479838572371,7.264122790244864,50.93553570325354,8818.487312374007,0.658514143199903,0.2191760604750928,116.0,0.0,146687.8,0,116000
1,122.0,burst,2,48.0,0.5,0.0,0.0,0.2,0,0,2,2,10,7.74011318507802,15.270701807843635,58.751852225343676,17.22706454682109,37.91442273357635,64.78033070939225,81.13676294827995,110.00852622429124,4119.666123779426,9.129236742213395,40.15061706173371,5949.852213056217,0.09539588349133302,0.17227064546821091,122.0,0.0,146687.8,0,122000
2,141.0,short,10,64.0,0.3333333333333333,0.0,0.4,1.0,0,0,4,4,10,15.779630876712329,5.117363630512734,75.39948556438739,36.93458439081338,41.31631525407075,48.27874818429977,64.38796960771901,147.77074757386453,6858.135428008606,9.17261707322078,51.61050673250382,8543.864486461982,0.2450711052522554,0.3693458439081338,544.0,403.0,146687.8,0,141000
3,161.0,medium,2,163.0,0.5,1.0,0.0,1.2,1,10,4,4,10,40.685718003067414,11.341573292648093,76.97283907679737,21.013686042333372,43.7347163921399,60.05030580670832,48.57110450360834,113.81150742749445,3824.068364268011,4.444488607026632,38.8125480325199,6520.021413255528,0.837652724163291,0.2101368604233337,647.0,486.0,146687.8,0,161000
4,229.0,medium,2,162.0,0.75,1.2,0.0,1.4,2,12,2,2,10,18.97206946025605,10.976518390630034,74.65555828398196,30.668398696892826,46.76008341119955,52.2101994220125,73.44120518338582,155.02915584400037,4521.739187795963,1.8972547066483125,41.60210098486498,5286.177358994673,0.25833003983093666,0.30668398696892823,647.0,418.0,146687.8,0,229000
5,230.0,burst,2,48.0,0.8,1.4,0.0,1.6,3,14,2,2,10,37.42873637321983,7.4364841219807944,63.963492276917854,29.38385590951005,40.14392076167857,58.65420190045929,68.45185147333372,112.2931153702225,4045.655265004177,2.2166414176438414,53.2796357557947,5170.133392841998,0.5467892477356973,0.2938385590951005,230.0,0.0,146687.8,0,230000
6,544.0,burst,2,48.0,0.75,0.4,1.0,0.6,2,4,10,10,10,36.976931961510154,9.409087092943459,49.41754219889616,18.804226836404013,31.875993396251822,43.423100220615304,51.93250969113994,90.09636103394814,5999.435566808592,3.378083778559757,35.77892640408889,8538.818205037445,0.712018968107345,0.18804226836404012,647.0,103.0,146687.8,0,544000
7,647.0,short,2,64.0,0.25,0.0,0.0,0.2,0,0,6,6,10,8.194881759822215,8.76737465279422,36.249448627235466,14.914503861491562,47.04184882474437,41.18143661446121,95.86059108864643,133.32074608162972,3514.6251107580138,1.2157685824461817,35.49153992320252,4591.030943506972,0.08548749456639645,0.14914503861491563,647.0,0.0,146687.8,0,647000
8,667.0,short,2,65.0,0.2,0.0,0.0,0.2,0,0,8,8,10,20.691598705485564,3.8590150442688103,64.4818908739079,23.299950259576477,50.15512545144262,61.68088996731663,93.92177647873774,176.21560119268466,2028.0923641928728,4.440993869001009,35.88734272833228,3216.244521668258,0.220306722053642,0.23299950259576477,667.0,0.0,146687.8,0,667000
9,671.0,medium,10,163.0,0.16666666666666666,0.0,1.0,1.0,0,0,10,10,10,20.99999145222208,1.1751622329840528,34.61052296981146,24.70270771175293,47.02875940736629,70.97384713353429,157.84656165018325,139.50433016465988,2526.1546999203397,0.0,46.84439941050361,3375.801823672079,0.13304053780253947,0.24702707711752928,831.0,160.0,146687.8,0,671000
10,722.0,medium,10,162.0,0.4,1.0,0.6,2.0,1,10,6,6,10,44.18764415417758,10.942291404672067,56.03412907403279,4.465193707612825,31.95190233177386,51.10953672741336,83.65543622954199,186.8775469752959,5325.686303682214,10.93095804409223,20.47082891929961,5877.731290548594,0.5282100739147566,0.04465193707612825,1024.0,302.0,146687.8,0,722000
11,729.0,burst,2,48.0,0.5,2.0,0.0,2.2,2,20,6,6,10,63.31245518383296,5.071679924653683,80.96223009340862,6.456092328694604,47.58943807724546,58.0796077288469,81.08405255854774,123.57331158525982,3363.030761426524,8.784288805928322,22.816224485968363,3882.546150412725,0.7808249980859975,0.06456092328694604,729.0,0.0,146687.8,0,729000
12,748.0,memheavy,5,98.0,0.5,2.0,0.19999999999999996,2.5,2,20,6,6,10,27.879849044321887,9.288170043340704,67.14565349006357,39.59002612560237,43.31629500818314,51.7125821533301,112.65721775149721,140.00647534615646,8839.38997998998,7.7329377488876245,49.79427387183837,9244.862620593447,0.2474750362273292,0.39590026125602373,1283.0,535.0,146687.8,0,748000
13,784.0,burst,2,48.0,0.6666666666666666,2.5,0.0,2.7,3,25,4,4,10,21.76865416091319,7.700876073184073,96.53610730605506,3.3943147693476803,36.63163788626504,60.146614357512355,75.13487192851026,124.8207346647975,4591.392753688719,8.350298195195734,34.654169659857416,6163.8606792101145,0.2897277070176648,0.033943147693476804,1283.0,499.0,146687.8,0,784000
14,831.0,burst,2,49.0,0.8,1.7,1.0,1.9,3,17,10,10,10,9.82185513472832,2.687121637458232,38.04619082678123,14.988148389487819,47.49541525413608,44.38885825808349,85.76578731486043,108.05406983332475,4180.817264095098,11.011031301218416,39.293071885519225,6750.735750049293,0.1145195006334013,0.14988148389487818,1283.0,452.0,146687.8,0,831000
15,842.0,burst,10,48.0,0.8333333333333334,1.9,1.0,2.9,4,19,10,10,10,20.97054129615101,11.45498074762733,64.41433396134278,3.734178916499502,42.54293868976725,56.82582664111124,147.93685093834802,190.68956139485846,2866.89162360295,5.850466553803296,12.026642901803477,3894.3260124321605,0.141753330310447,0.03734178916499502,1463.0,621.0,146687.8,0,842000
16,956.0,burst,2,48.0,0.8571428571428571,2.9,1.0,3.1,5,29,10,10,10,13.225364078779663,0.0,55.93335198637731,4.063783822106553,38.82336343580356,47.9851137746593,82.64343614368607,63.479506302517905,1332.3868865225236,15.516988448113192,13.764403171914307,1954.958423758812,0.16002921340039267,0.040637838221065536,1513.0,557.0,146687.8,0,956000
17,1024.0,memheavy,2,98.0,0.8571428571428571,2.1,1.0,2.3,5,21,10,10,10,3.9118006811438497,7.790506259271817,68.53888877351274,45.930464666083886,36.07885752943058,53.03777723246312,104.4334394015436,140.21681260633164,4059.609821924752,6.464708141935835,54.93129819912403,5369.07082674502,0.037457357562486165,0.45930464666083887,1513.0,489.0,146687.8,0,1024000
